date,sales
1/4/2017,1920
1/4/2017,288
1/4/2017,1800
1/4/2017,464
1/4/2017,288
1/4/2017,2
1/4/2017,348
1/4/2017,912
1/4/2017,132
1/4/2017,216
1/4/2017,24
1/4/2017,24
1/4/2017,72
1/4/2017,48
1/4/2017,24
1/4/2017,72
1/4/2017,48
1/4/2017,24
1/4/2017,216
1/4/2017,72
1/4/2017,264
1/4/2017,24
1/4/2017,84
1/4/2017,48
1/4/2017,456
1/4/2017,12
1/4/2017,456
1/4/2017,24
1/4/2017,192
1/4/2017,120
1/5/2017,780
1/5/2017,720
1/5/2017,208
1/5/2017,192
1/5/2017,72
1/5/2017,288
1/5/2017,1248
1/5/2017,36
1/5/2017,48
1/5/2017,24
1/5/2017,24
1/5/2017,24
1/5/2017,144
1/5/2017,336
1/5/2017,12
1/5/2017,24
1/5/2017,24
1/5/2017,156
1/7/2017,300
1/7/2017,304
1/7/2017,60
1/7/2017,176
1/7/2017,768
1/7/2017,96
1/7/2017,48
1/7/2017,192
1/7/2017,1512
1/7/2017,60
1/7/2017,360
1/9/2017,1200
1/9/2017,192
1/9/2017,420
1/9/2017,192
1/9/2017,72
1/9/2017,456
1/9/2017,180
1/9/2017,12
1/9/2017,24
1/9/2017,24
1/9/2017,384
1/9/2017,120
1/9/2017,144
1/10/2017,84
1/10/2017,12
1/10/2017,144
1/10/2017,72
1/10/2017,48
1/10/2017,72
1/10/2017,264
1/11/2017,300
1/11/2017,128
1/11/2017,60
1/11/2017,48
1/11/2017,504
1/11/2017,2184
1/11/2017,240
1/11/2017,72
1/11/2017,11
1/11/2017,168
1/11/2017,144
1/11/2017,184
1/11/2017,72
1/11/2017,72
1/11/2017,120
1/11/2017,192
1/11/2017,24
1/11/2017,216
1/11/2017,24
1/11/2017,744
1/11/2017,24
1/11/2017,96
1/11/2017,48
1/11/2017,24
1/11/2017,72
1/12/2017,600
1/12/2017,192
1/12/2017,336
1/12/2017,60
1/12/2017,12
1/12/2017,120
1/12/2017,24
1/12/2017,72
1/12/2017,288
1/12/2017,144
1/12/2017,24
1/13/2017,72
1/13/2017,12
1/13/2017,24
1/13/2017,60
1/13/2017,24
1/13/2017,192
1/13/2017,48
1/16/2017,60
1/16/2017,864
1/16/2017,9540
1/16/2017,4584
1/16/2017,5196
1/16/2017,180
1/16/2017,24
1/16/2017,24
1/16/2017,72
1/16/2017,96
1/16/2017,192
1/16/2017,72
1/16/2017,72
1/17/2017,60
1/17/2017,240
1/17/2017,96
1/17/2017,192
1/17/2017,72
1/17/2017,72
1/17/2017,36
1/17/2017,48
1/17/2017,48
1/17/2017,24
1/17/2017,192
1/17/2017,552
1/17/2017,1296
1/17/2017,24
1/18/2017,2160
1/18/2017,1440
1/18/2017,336
1/18/2017,192
1/18/2017,864
1/18/2017,24
1/18/2017,72
1/18/2017,48
1/18/2017,96
1/18/2017,24
1/18/2017,120
1/18/2017,48
1/18/2017,408
1/18/2017,72
1/18/2017,48
1/19/2017,4020
1/19/2017,2640
1/19/2017,80
1/19/2017,576
1/19/2017,36
1/19/2017,192
1/19/2017,1056
1/19/2017,84
1/19/2017,108
1/19/2017,12
1/19/2017,96
1/19/2017,24
1/19/2017,24
1/19/2017,24
1/19/2017,96
1/19/2017,744
1/19/2017,12
1/19/2017,24
1/19/2017,168
1/19/2017,48
1/19/2017,144
1/20/2017,120
1/20/2017,960
1/20/2017,144
1/20/2017,2040
1/20/2017,300
1/20/2017,5712
1/23/2017,480
1/23/2017,16
1/23/2017,288
1/23/2017,324
1/23/2017,12
1/23/2017,24
1/23/2017,96
1/23/2017,264
1/23/2017,384
1/23/2017,552
1/23/2017,60
1/23/2017,1440
1/23/2017,173
1/23/2017,4
1/23/2017,153
1/23/2017,408
1/23/2017,60
1/23/2017,408
1/24/2017,336
1/24/2017,96
1/24/2017,3276
1/24/2017,84
1/24/2017,12
1/24/2017,48
1/24/2017,264
1/25/2017,900
1/25/2017,368
1/25/2017,420
1/25/2017,160
1/25/2017,288
1/25/2017,12
1/25/2017,1536
1/25/2017,456
1/25/2017,1824
1/25/2017,420
1/25/2017,132
1/25/2017,12
1/25/2017,72
1/25/2017,96
1/25/2017,84
1/25/2017,480
1/25/2017,48
1/25/2017,72
1/25/2017,96
1/25/2017,48
1/25/2017,24
1/25/2017,744
1/25/2017,12
1/25/2017,120
1/25/2017,888
1/25/2017,48
1/25/2017,624
1/26/2017,288
1/26/2017,16
1/26/2017,48
1/26/2017,120
1/26/2017,24
1/26/2017,72
1/26/2017,1200
1/26/2017,72
1/26/2017,24
1/26/2017,24
1/27/2017,480
1/27/2017,16
1/27/2017,660
1/27/2017,32
1/27/2017,144
1/27/2017,48
1/27/2017,48
1/27/2017,84
1/27/2017,96
1/27/2017,48
1/27/2017,24
1/27/2017,24
1/27/2017,96
1/27/2017,144
1/27/2017,36
1/27/2017,96
1/30/2017,48
1/30/2017,12
1/30/2017,24
1/30/2017,336
1/30/2017,72
1/30/2017,120
1/30/2017,12
1/30/2017,48
1/30/2017,72
1/30/2017,70
1/30/2017,192
1/30/2017,264
1/30/2017,12
1/30/2017,72
1/30/2017,192
1/30/2017,240
1/30/2017,60
1/30/2017,144
1/30/2017,36
1/30/2017,48
1/31/2017,432
1/31/2017,720
1/31/2017,48
1/31/2017,24
1/31/2017,264
1/31/2017,12
1/31/2017,288
1/31/2017,12
1/31/2017,144
1/31/2017,1056
1/31/2017,24
1/31/2017,360
1/31/2017,120
1/31/2017,24
2/1/2017,2400
2/1/2017,1920
2/1/2017,192
2/1/2017,192
2/1/2017,24
2/1/2017,24
2/1/2017,24
2/1/2017,24
2/1/2017,24
2/1/2017,72
2/1/2017,120
2/1/2017,12
2/1/2017,24
2/2/2017,2400
2/2/2017,304
2/2/2017,1440
2/2/2017,128
2/2/2017,384
2/2/2017,96
2/2/2017,444
2/2/2017,1752
2/2/2017,108
2/2/2017,96
2/2/2017,24
2/2/2017,72
2/2/2017,72
2/2/2017,12
2/2/2017,48
2/2/2017,72
2/2/2017,48
2/2/2017,72
2/2/2017,24
2/2/2017,96
2/2/2017,216
2/2/2017,12
2/2/2017,48
2/2/2017,24
2/2/2017,264
2/2/2017,216
2/3/2017,120
2/3/2017,336
2/3/2017,960
2/3/2017,272
2/3/2017,96
2/3/2017,144
2/3/2017,60
2/3/2017,72
2/3/2017,12
2/3/2017,24
2/3/2017,144
2/3/2017,144
2/6/2017,300
2/6/2017,144
2/6/2017,48
2/6/2017,96
2/6/2017,216
2/6/2017,384
2/6/2017,12
2/6/2017,168
2/6/2017,48
2/6/2017,72
2/6/2017,312
2/6/2017,96
2/6/2017,96
2/7/2017,192
2/7/2017,432
2/7/2017,96
2/7/2017,144
2/7/2017,60
2/7/2017,132
2/7/2017,528
2/7/2017,528
2/7/2017,528
2/7/2017,48
2/7/2017,528
2/7/2017,528
2/7/2017,192
2/7/2017,1440
2/7/2017,144
2/7/2017,360
2/8/2017,1680
2/8/2017,960
2/8/2017,384
2/8/2017,60
2/8/2017,600
2/8/2017,24
2/9/2017,300
2/9/2017,112
2/9/2017,120
2/9/2017,192
2/9/2017,48
2/9/2017,348
2/9/2017,2016
2/9/2017,180
2/9/2017,132
2/9/2017,96
2/9/2017,48
2/9/2017,12
2/9/2017,72
2/9/2017,72
2/9/2017,144
2/9/2017,24
2/9/2017,24
2/9/2017,24
2/9/2017,24
2/9/2017,696
2/9/2017,72
2/9/2017,792
2/9/2017,1584
2/9/2017,24
2/9/2017,144
2/10/2017,60
2/10/2017,240
2/10/2017,144
2/10/2017,168
2/10/2017,96
2/10/2017,12
2/10/2017,1200
2/13/2017,60
2/13/2017,60
2/13/2017,48
2/13/2017,96
2/13/2017,120
2/13/2017,120
2/13/2017,252
2/13/2017,24
2/13/2017,120
2/13/2017,12
2/13/2017,24
2/13/2017,24
2/13/2017,48
2/13/2017,96
2/13/2017,120
2/13/2017,24
2/13/2017,24
2/13/2017,336
2/13/2017,60
2/13/2017,72
2/13/2017,336
2/13/2017,24
2/14/2017,60
2/14/2017,16
2/15/2017,8688
2/15/2017,828
2/15/2017,10428
2/15/2017,108
2/15/2017,48
2/15/2017,24
2/15/2017,12
2/16/2017,1920
2/16/2017,96
2/16/2017,1500
2/16/2017,112
2/16/2017,624
2/16/2017,60
2/16/2017,1440
2/16/2017,2328
2/16/2017,432
2/16/2017,2040
2/16/2017,168
2/16/2017,216
2/16/2017,12
2/16/2017,72
2/16/2017,24
2/16/2017,24
2/16/2017,96
2/16/2017,96
2/16/2017,168
2/16/2017,120
2/16/2017,72
2/16/2017,96
2/16/2017,528
2/16/2017,72
2/16/2017,24
2/16/2017,48
2/16/2017,480
2/17/2017,1320
2/17/2017,64
2/17/2017,720
2/17/2017,560
2/17/2017,144
2/17/2017,18
2/17/2017,576
2/17/2017,1920
2/17/2017,24
2/17/2017,24
2/17/2017,96
2/17/2017,216
2/17/2017,24
2/21/2017,840
2/21/2017,32
2/21/2017,600
2/21/2017,224
2/21/2017,108
2/21/2017,48
2/21/2017,48
2/21/2017,84
2/21/2017,24
2/21/2017,12
2/21/2017,24
2/21/2017,24
2/21/2017,96
2/21/2017,312
2/21/2017,336
2/21/2017,12
2/21/2017,24
2/21/2017,552
2/21/2017,12
2/21/2017,12
2/21/2017,240
2/23/2017,900
2/23/2017,1260
2/23/2017,288
2/23/2017,732
2/23/2017,1656
2/23/2017,612
2/23/2017,132
2/23/2017,12
2/23/2017,72
2/23/2017,72
2/23/2017,24
2/23/2017,48
2/23/2017,72
2/23/2017,96
2/23/2017,120
2/23/2017,216
2/23/2017,1104
2/23/2017,12
2/23/2017,120
2/23/2017,96
2/23/2017,96
2/23/2017,168
2/24/2017,96
2/24/2017,120
2/24/2017,496
2/24/2017,432
2/24/2017,19764
2/24/2017,132
2/24/2017,48
2/24/2017,12
2/24/2017,12
2/24/2017,12
2/24/2017,72
2/24/2017,36
2/24/2017,312
2/24/2017,288
2/24/2017,444
2/27/2017,720
2/27/2017,32
2/27/2017,112
2/27/2017,228
2/27/2017,60
2/27/2017,96
2/27/2017,24
2/27/2017,192
2/27/2017,24
2/27/2017,432
2/27/2017,48
2/27/2017,24
2/27/2017,24
2/28/2017,840
2/28/2017,720
2/28/2017,240
2/28/2017,60
2/28/2017,180
2/28/2017,72
2/28/2017,132
2/28/2017,24
2/28/2017,72
2/28/2017,168
2/28/2017,432
2/28/2017,24
2/28/2017,24
3/1/2017,1920
3/1/2017,96
3/1/2017,660
3/1/2017,96
3/1/2017,528
3/1/2017,336
3/1/2017,240
3/1/2017,36
3/1/2017,12
3/1/2017,48
3/1/2017,72
3/1/2017,12
3/1/2017,24
3/1/2017,192
3/1/2017,72
3/1/2017,120
3/1/2017,24
3/1/2017,96
3/1/2017,24
3/1/2017,336
3/1/2017,48
3/1/2017,264
3/1/2017,156
3/1/2017,24
3/2/2017,300
3/2/2017,120
3/2/2017,24
3/2/2017,24
3/2/2017,144
3/2/2017,552
3/2/2017,1728
3/2/2017,144
3/2/2017,156
3/2/2017,48
3/2/2017,24
3/2/2017,144
3/2/2017,96
3/2/2017,36
3/2/2017,24
3/2/2017,72
3/3/2017,960
3/3/2017,96
3/3/2017,150
3/3/2017,12888
3/3/2017,5760
3/3/2017,36
3/3/2017,48
3/3/2017,12
3/3/2017,36
3/3/2017,24
3/3/2017,60
3/3/2017,288
3/3/2017,72
3/3/2017,48
3/6/2017,480
3/6/2017,120
3/6/2017,224
3/6/2017,192
3/6/2017,96
3/6/2017,96
3/6/2017,240
3/6/2017,12
3/6/2017,144
3/6/2017,24
3/6/2017,72
3/6/2017,720
3/7/2017,16
3/7/2017,120
3/7/2017,48
3/7/2017,1044
3/7/2017,72
3/7/2017,36
3/7/2017,396
3/7/2017,24
3/7/2017,96
3/7/2017,24
3/7/2017,24
3/7/2017,120
3/7/2017,264
3/7/2017,48
3/7/2017,24
3/7/2017,360
3/7/2017,24
3/7/2017,432
3/7/2017,456
3/7/2017,504
3/7/2017,5952
3/9/2017,3300
3/9/2017,144
3/9/2017,3180
3/9/2017,176
3/9/2017,720
3/9/2017,576
3/9/2017,456
3/9/2017,2136
3/9/2017,264
3/9/2017,252
3/9/2017,144
3/9/2017,24
3/9/2017,12
3/9/2017,24
3/9/2017,72
3/9/2017,48
3/9/2017,384
3/9/2017,1320
3/9/2017,96
3/9/2017,96
3/9/2017,168
3/9/2017,156
3/9/2017,408
3/10/2017,180
3/10/2017,112
3/10/2017,180
3/10/2017,576
3/10/2017,384
3/10/2017,288
3/10/2017,24
3/10/2017,48
3/10/2017,24
3/10/2017,1008
3/10/2017,432
3/13/2017,600
3/13/2017,464
3/13/2017,480
3/13/2017,368
3/13/2017,192
3/13/2017,60
3/13/2017,2652
3/13/2017,3396
3/13/2017,336
3/13/2017,324
3/13/2017,60
3/13/2017,72
3/13/2017,12
3/13/2017,24
3/13/2017,24
3/13/2017,96
3/13/2017,48
3/13/2017,264
3/13/2017,696
3/13/2017,24
3/13/2017,48
3/13/2017,240
3/13/2017,24
3/13/2017,240
3/13/2017,264
3/14/2017,240
3/14/2017,192
3/14/2017,720
3/14/2017,48
3/14/2017,864
3/14/2017,504
3/14/2017,3024
3/14/2017,72
3/14/2017,48
3/14/2017,24
3/14/2017,24
3/14/2017,24
3/14/2017,24
3/14/2017,312
3/14/2017,144
3/14/2017,24
3/14/2017,48
3/14/2017,240
3/15/2017,1200
3/15/2017,160
3/15/2017,1680
3/15/2017,32
3/15/2017,576
3/15/2017,576
3/15/2017,7128
3/15/2017,12
3/15/2017,480
3/15/2017,21216
3/15/2017,120
3/15/2017,108
3/15/2017,120
3/15/2017,24
3/15/2017,72
3/15/2017,72
3/15/2017,48
3/15/2017,48
3/15/2017,120
3/15/2017,24
3/15/2017,648
3/15/2017,120
3/15/2017,12
3/15/2017,24
3/15/2017,12
3/15/2017,216
3/15/2017,564
3/16/2017,192
3/16/2017,144
3/16/2017,576
3/16/2017,288
3/16/2017,96
3/16/2017,144
3/16/2017,48
3/16/2017,144
3/16/2017,24
3/16/2017,360
3/16/2017,336
3/16/2017,120
3/16/2017,192
3/16/2017,120
3/16/2017,36
3/16/2017,24
3/17/2017,576
3/17/2017,192
3/17/2017,48
3/17/2017,72
3/17/2017,48
3/17/2017,156
3/17/2017,24
3/17/2017,288
3/17/2017,48
3/17/2017,216
3/17/2017,144
3/17/2017,360
3/17/2017,84
3/17/2017,36
3/17/2017,888
3/20/2017,120
3/20/2017,60
3/20/2017,1440
3/20/2017,480
3/20/2017,264
3/20/2017,12
3/20/2017,24
3/20/2017,120
3/20/2017,264
3/20/2017,48
3/20/2017,48
3/20/2017,336
3/20/2017,120
3/20/2017,480
3/21/2017,60
3/21/2017,32
3/21/2017,96
3/21/2017,18
3/21/2017,1728
3/21/2017,480
3/21/2017,168
3/21/2017,48
3/21/2017,24
3/21/2017,72
3/21/2017,264
3/22/2017,1800
3/22/2017,540
3/22/2017,288
3/22/2017,2028
3/22/2017,1632
3/22/2017,7236
3/22/2017,396
3/22/2017,72
3/22/2017,312
3/22/2017,36
3/22/2017,96
3/22/2017,168
3/22/2017,192
3/22/2017,204
3/22/2017,24
3/23/2017,48
3/23/2017,384
3/23/2017,504
3/23/2017,1536
3/23/2017,192
3/23/2017,132
3/23/2017,72
3/23/2017,24
3/23/2017,24
3/23/2017,24
3/24/2017,840
3/24/2017,216
3/24/2017,420
3/24/2017,664
3/24/2017,432
3/24/2017,96
3/24/2017,1308
3/24/2017,636
3/24/2017,204
3/24/2017,96
3/24/2017,72
3/24/2017,96
3/24/2017,120
3/24/2017,12
3/24/2017,24
3/24/2017,144
3/24/2017,96
3/24/2017,120
3/24/2017,24
3/24/2017,264
3/24/2017,864
3/24/2017,552
3/24/2017,24
3/24/2017,144
3/24/2017,168
3/24/2017,336
3/24/2017,24
3/24/2017,144
3/27/2017,780
3/27/2017,540
3/27/2017,320
3/27/2017,144
3/27/2017,24
3/27/2017,432
3/27/2017,360
3/27/2017,312
3/27/2017,48
3/27/2017,24
3/27/2017,48
3/27/2017,24
3/27/2017,72
3/27/2017,48
3/27/2017,288
3/27/2017,24
3/27/2017,24
3/27/2017,864
3/27/2017,12
3/27/2017,120
3/27/2017,24
3/27/2017,48
3/28/2017,180
3/28/2017,48
3/28/2017,24
3/28/2017,36
3/28/2017,96
3/28/2017,84
3/28/2017,48
3/28/2017,24
3/28/2017,24
3/28/2017,408
3/29/2017,1020
3/29/2017,160
3/29/2017,1080
3/29/2017,240
3/29/2017,576
3/29/2017,96
3/29/2017,36
3/29/2017,24
3/29/2017,360
3/29/2017,24
3/30/2017,60
3/30/2017,180
3/30/2017,96
3/30/2017,48
3/30/2017,3336
3/30/2017,96
3/30/2017,2712
3/30/2017,264
3/30/2017,1296
3/30/2017,72
3/30/2017,168
3/30/2017,24
3/30/2017,168
3/30/2017,12
3/30/2017,96
3/30/2017,72
3/30/2017,72
3/30/2017,72
3/30/2017,120
3/30/2017,336
3/30/2017,36
3/30/2017,12
3/30/2017,384
3/30/2017,216
3/30/2017,24
3/31/2017,360
3/31/2017,120
3/31/2017,208
3/31/2017,4284
3/31/2017,312
3/31/2017,1500
3/31/2017,96
3/31/2017,264
3/31/2017,24
3/31/2017,24
3/31/2017,48
3/31/2017,36
3/31/2017,888
3/31/2017,24
3/31/2017,3024
4/3/2017,192
4/3/2017,96
4/3/2017,216
4/3/2017,288
4/3/2017,24
4/3/2017,24
4/3/2017,24
4/3/2017,96
4/3/2017,48
4/3/2017,240
4/3/2017,384
4/3/2017,24
4/3/2017,96
4/3/2017,48
4/3/2017,24
4/4/2017,176
4/4/2017,24
4/4/2017,648
4/4/2017,1488
4/4/2017,24
4/4/2017,12
4/4/2017,24
4/4/2017,96
4/4/2017,24
4/5/2017,540
4/5/2017,144
4/5/2017,660
4/5/2017,144
4/5/2017,240
4/5/2017,576
4/5/2017,384
4/5/2017,336
4/5/2017,1416
4/5/2017,120
4/5/2017,144
4/5/2017,48
4/5/2017,24
4/5/2017,96
4/5/2017,48
4/5/2017,168
4/5/2017,456
4/5/2017,108
4/5/2017,24
4/5/2017,408
4/5/2017,96
4/5/2017,192
4/6/2017,3360
4/6/2017,32
4/6/2017,3360
4/6/2017,128
4/6/2017,432
4/6/2017,120
4/6/2017,240
4/6/2017,264
4/6/2017,192
4/6/2017,48
4/6/2017,12
4/6/2017,72
4/6/2017,24
4/6/2017,96
4/6/2017,96
4/6/2017,264
4/6/2017,24
4/6/2017,1560
4/6/2017,108
4/6/2017,92
4/6/2017,21
4/6/2017,12
4/6/2017,48
4/6/2017,120
4/6/2017,444
4/7/2017,180
4/7/2017,180
4/7/2017,48
4/7/2017,528
4/7/2017,96
4/7/2017,816
4/7/2017,36
4/7/2017,12
4/7/2017,168
4/7/2017,192
4/7/2017,72
4/10/2017,160
4/10/2017,304
4/10/2017,12
4/10/2017,588
4/10/2017,36
4/10/2017,12
4/10/2017,24
4/10/2017,144
4/10/2017,24
4/10/2017,168
4/10/2017,48
4/10/2017,144
4/10/2017,72
4/10/2017,24
4/10/2017,24
4/10/2017,24
4/10/2017,192
4/10/2017,60
4/10/2017,24
4/10/2017,528
4/10/2017,12
4/11/2017,300
4/11/2017,16
4/11/2017,32
4/11/2017,1152
4/11/2017,504
4/11/2017,972
4/11/2017,72
4/11/2017,24
4/11/2017,12
4/11/2017,84
4/11/2017,396
4/11/2017,432
4/11/2017,2424
4/11/2017,72
4/11/2017,48
4/11/2017,235
4/11/2017,312
4/12/2017,1620
4/12/2017,16
4/12/2017,720
4/12/2017,16
4/12/2017,336
4/12/2017,6
4/12/2017,324
4/12/2017,192
4/12/2017,192
4/12/2017,468
4/12/2017,8832
4/12/2017,156
4/12/2017,180
4/12/2017,216
4/12/2017,96
4/12/2017,72
4/12/2017,96
4/12/2017,72
4/12/2017,744
4/12/2017,12
4/12/2017,12
4/12/2017,48
4/12/2017,192
4/12/2017,108
4/12/2017,72
4/13/2017,2040
4/13/2017,312
4/13/2017,240
4/13/2017,180
4/13/2017,12
4/13/2017,24
4/13/2017,24
4/13/2017,7
4/13/2017,7
4/13/2017,7
4/13/2017,271
4/13/2017,120
4/13/2017,1569
4/13/2017,312
4/13/2017,384
4/13/2017,24
4/13/2017,672
4/13/2017,120
4/13/2017,12
4/14/2017,24
4/14/2017,432
4/14/2017,432
4/14/2017,480
4/14/2017,12
4/14/2017,48
4/14/2017,48
4/14/2017,24
4/14/2017,144
4/14/2017,36
4/14/2017,168
4/14/2017,108
4/14/2017,2136
4/14/2017,12
4/14/2017,120
4/17/2017,480
4/17/2017,176
4/17/2017,48
4/17/2017,144
4/17/2017,78
4/17/2017,2088
4/17/2017,696
4/17/2017,1584
4/17/2017,264
4/17/2017,48
4/17/2017,96
4/17/2017,144
4/17/2017,24
4/17/2017,48
4/17/2017,24
4/17/2017,240
4/17/2017,24
4/17/2017,744
4/17/2017,36
4/17/2017,264
4/17/2017,48
4/17/2017,264
4/17/2017,36
4/18/2017,16
4/18/2017,60
4/18/2017,672
4/18/2017,12
4/18/2017,576
4/18/2017,888
4/18/2017,252
4/18/2017,72
4/18/2017,120
4/18/2017,36
4/18/2017,12
4/18/2017,72
4/18/2017,456
4/19/2017,1380
4/19/2017,272
4/19/2017,1500
4/19/2017,96
4/19/2017,672
4/19/2017,48
4/19/2017,744
4/19/2017,408
4/19/2017,384
4/19/2017,444
4/19/2017,1704
4/19/2017,384
4/19/2017,96
4/19/2017,48
4/19/2017,24
4/19/2017,72
4/19/2017,72
4/19/2017,48
4/19/2017,72
4/19/2017,240
4/19/2017,720
4/19/2017,12
4/19/2017,12
4/19/2017,24
4/19/2017,72
4/19/2017,12
4/19/2017,240
4/19/2017,24
4/19/2017,96
4/20/2017,600
4/20/2017,480
4/20/2017,192
4/20/2017,288
4/20/2017,96
4/20/2017,96
4/20/2017,60
4/20/2017,216
4/20/2017,12
4/20/2017,24
4/20/2017,48
4/20/2017,84
4/21/2017,24
4/21/2017,96
4/21/2017,240
4/21/2017,384
4/21/2017,48
4/21/2017,2400
4/21/2017,2592
4/21/2017,960
4/21/2017,600
4/21/2017,180
4/21/2017,48
4/21/2017,24
4/21/2017,96
4/21/2017,36
4/21/2017,144
4/24/2017,24
4/24/2017,24
4/24/2017,648
4/24/2017,2328
4/24/2017,408
4/24/2017,324
4/24/2017,36
4/24/2017,48
4/24/2017,48
4/24/2017,456
4/24/2017,12
4/24/2017,48
4/24/2017,24
4/24/2017,144
4/24/2017,432
4/24/2017,24
4/24/2017,24
4/24/2017,672
